################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.0513283347525174E+01 a       490     0    20     1    15
 -2.1065482516550574E+01 a       491     0    20     1    16
 -2.2776598723115622E+01 a       492     0    20     1    17
 -1.3014721083151425E+01 a       493     0    20     1    18
 -2.2751454181090281E+01 a       494     0    20     1    19
  5.7607339615072579E+00 a       495     0    20     1    20
  4.4621365047348416E+00 a       496     0    20     1    21
 -5.8610380916544280E-01 a       497     0    20     1    22
  5.6506863747853755E+00 a       498     0    20     1    23
 -1.9257126383197878E+00 a       499     0    20     1    24
  1.2685877041200695E+00 a       500     0    20     1    25
 -2.4557519985497889E-01 a       501     0    21     1     1
  7.4478618627799378E+00 a       502     0    21     1     2
  3.1741203041495697E-01 a       503     0    21     1     3
  5.5032349434132719E+00 a       504     0    21     1     4
  1.0343140440094021E+00 a       505     0    21     1     5
 -8.3165441941472302E+00 a       506     0    21     1     6
  1.0412540446799660E+01 a       507     0    21     1     7
 -1.3003170127726650E+01 a       508     0    21     1     8
 -8.8578517447656342E+00 a       509     0    21     1     9
  4.7294333772661554E+00 a       510     0    21     1    10
  9.5819023917240944E+00 a       511     0    21     1    11
  4.0494884356663947E+00 a       512     0    21     1    12
  1.6164483743996122E+01 a       513     0    21     1    13
  1.8743744165969927E+00 a       514     0    21     1    14
 -3.9160364909305589E+00 a       515     0    21     1    15
  1.5099916674899312E+01 a       516     0    21     1    16
  1.7151474880148335E+01 a       517     0    21     1    17
  5.5425780932073447E+00 a       518     0    21     1    18
  1.9479605715137424E+01 a       519     0    21     1    19
  4.0095071357628944E+00 a       520     0    21     1    20
 -6.9690967450673256E+00 a       521     0    21     1    21
 -1.3200421524603285E+00 a       522     0    21     1    22
  4.3607238505884016E+00 a       523     0    21     1    23
  7.0905282864299011E+00 a       524     0    21     1    24
 -5.4174870519777309E+00 a       525     0    21     1    25
 -4.7681424938821024E+00 a       526     0    22     1     1
 -2.7917753202563698E+00 a       527     0    22     1     2
  4.8925230715159757E-01 a       528     0    22     1     3
  8.9638733676105353E+00 a       529     0    22     1     4
 -1.7562301543702044E+00 a       530     0    22     1     5
  1.0456336785678504E+00 a       531     0    22     1     6
 -2.3837646364926348E+00 a       532     0    22     1     7
  2.3130560903324313E+00 a       533     0    22     1     8
  9.1148253308211515E+00 a       534     0    22     1     9
 -1.4177275009724771E-01 a       535     0    22     1    10
 -1.2151426686602458E-01 a       536     0    22     1    11
  3.6297582297080222E-01 a       537     0    22     1    12
 -2.2516134690930958E+00 a       538     0    22     1    13
 -4.8830154978542897E+00 a       539     0    22     1    14
  3.3558473377878560E-02 a       540     0    22     1    15
  2.7792281317087197E+00 a       541     0    22     1    16
 -2.2948588386322122E+00 a       542     0    22     1    17
 -1.7875191810552835E+00 a       543     0    22     1    18
  4.1987821702141859E-01 a       544     0    22     1    19
 -1.3617928765188210E+00 a       545     0    22     1    20
  4.5839136809088945E+00 a       546     0    22     1    21
 -9.7551333036520627E-01 a       547     0    22     1    22
 -2.5163480405669830E-01 a       548     0    22     1    23
 -8.0021414048224915E-01 a       549     0    22     1    24
 -1.3032456827560730E+00 a       550     0    22     1    25
  1.2721609709656529E+00 a       551     0    23     1     1
  1.2087882284706897E+00 a       552     0    23     1     2
 -9.8058753958138123E-01 a       553     0    23     1     3
 -2.4236599146682658E+00 a       554     0    23     1     4
  2.1283739741744601E+00 a       555     0    23     1     5
 -4.2214145069014514E-01 a       556     0    23     1     6
 -5.5905167989215154E-01 a       557     0    23     1     7
 -5.5566948110132608E-01 a       558     0    23     1     8
 -4.2094813472553103E-02 a       559     0    23     1     9
  1.5308374145624819E+00 a       560     0    23     1    10
  1.3340328324381119E+00 a       561     0    23     1    11
 -4.4820875399452531E-01 a       562     0    23     1    12
 -1.5905053362626320E+00 a       563     0    23     1    13
  1.7589527926230155E+00 a       564     0    23     1    14
 -1.8598511605776686E+00 a       565     0    23     1    15
  6.5129288257723253E-02 a       566     0    23     1    16
  2.0015906048776438E-01 a       567     0    23     1    17
  1.1149841236560365E+00 a       568     0    23     1    18
  1.8440545000560247E+00 a       569     0    23     1    19
  3.1755061881036095E-01 a       570     0    23     1    20
  4.5182488610259258E-01 a       571     0    23     1    21
  1.1195120469459805E+00 a       572     0    23     1    22
  1.9701110270597921E-01 a       573     0    23     1    23
 -5.0707478682881883E-02 a       574     0    23     1    24
  6.0687515074661191E-01 a       575     0    23     1    25
  8.1569835182438410E+00 a       576     0    24     1     1
  3.8511879315345090E+00 a       577     0    24     1     2
 -7.8875938715081806E-02 a       578     0    24     1     3
 -2.4143010490074008E+01 a       579     0    24     1     4
  6.5495855463743053E+00 a       580     0    24     1     5
  1.6324821090452941E+00 a       581     0    24     1     6
 -3.5695506350696764E+00 a       582     0    24     1     7
  3.4258996749027886E+00 a       583     0    24     1     8
  1.1841694065356709E+01 a       584     0    24     1     9
  3.1284341696981990E+00 a       585     0    24     1    10
 -2.8858627896074451E+00 a       586     0    24     1    11
 -1.0390963966792949E+01 a       587     0    24     1    12
 -6.9097916465078590E+00 a       588     0    24     1    13
  1.0607735209638562E+01 a       589     0    24     1    14
  9.1869795645459817E-01 a       590     0    24     1    15
  9.0225681488786265E+00 a       591     0    24     1    16
  4.5376589348023302E+00 a       592     0    24     1    17
  7.4247691735214154E+00 a       593     0    24     1    18
  4.2922490190918312E+00 a       594     0    24     1    19
 -1.8908993898689427E-01 a       595     0    24     1    20
  3.3853590805161748E+00 a       596     0    24     1    21
  7.0592172023512854E+00 a       597     0    24     1    22
  3.9090304382154035E+00 a       598     0    24     1    23
  9.1513171274847842E+00 a       599     0    24     1    24
  9.9526313083062394E+00 a       600     0    24     1    25
 -1.8141976727274642E+01 a       601     0    25     1     1
 -4.7860786045738841E+00 a       602     0    25     1     2
 -3.2624210780603664E+00 a       603     0    25     1     3
  2.3802906452745233E+01 a       604     0    25     1     4
 -1.7281331208866561E+01 a       605     0    25     1     5
  3.8795798419654539E+00 a       606     0    25     1     6
  9.9218703524877174E+00 a       607     0    25     1     7
  3.6765271550989439E+01 a       608     0    25     1     8
 -1.1490970888360939E+01 a       609     0    25     1     9
  1.9358854570589159E+01 a       610     0    25     1    10
 -6.1383318049728797E-02 a       611     0    25     1    11
  7.6011175431841371E+00 a       612     0    25     1    12
  1.0418201725807377E+01 a       613     0    25     1    13
 -2.7849265499383269E+00 a       614     0    25     1    14
  8.0092891737727623E+00 a       615     0    25     1    15
  3.8145722564561218E+01 a       616     0    25     1    16
  4.2327059881101929E+00 a       617     0    25     1    17
  2.5601854447182903E+00 a       618     0    25     1    18
  1.9310847609612008E+01 a       619     0    25     1    19
  1.1995316019559462E+01 a       620     0    25     1    20
  2.4248832816612200E+01 a       621     0    25     1    21
  2.0322935114248793E+01 a       622     0    25     1    22
  1.6895322293847229E+01 a       623     0    25     1    23
 -1.1977811936473405E+01 a       624     0    25     1    24
  1.7953310635823403E+00 a       625     0    25     1    25
 -9.6475720440290456E+00 a       626     0    26     1     1
  7.8846339241003633E+00 a       627     0    26     1     2
  1.4231137900637695E+01 a       628     0    26     1     3
 -1.4882528988171460E+01 a       629     0    26     1     4
  2.4800527670999060E+01 a       630     0    26     1     5
 -2.3168508872497771E+01 a       631     0    26     1     6
  8.4541479580788934E+00 a       632     0    26     1     7
 -2.3340134633444580E+00 a       633     0    26     1     8
 -2.1838731383088192E+01 a       634     0    26     1     9
 -2.7297523694485273E+00 a       635     0    26     1    10
 -2.1107925899167270E+01 a       636     0    26     1    11
 -1.2114957631597720E+01 a       637     0    26     1    12
  1.4220082162207186E+01 a       638     0    26     1    13
 -1.5796370011404264E+01 a       639     0    26     1    14
  3.5248512009959207E+01 a       640     0    26     1    15
  2.2856726456848040E+01 a       641     0    26     1    16
  1.9289440469061944E+01 a       642     0    26     1    17
  2.1848974060582947E+01 a       643     0    26     1    18
  2.1699787982163688E+01 a       644     0    26     1    19
  2.0498186092260412E-01 a       645     0    26     1    20
 -6.6125965544589347E+00 a       646     0    26     1    21
 -5.0718712556603940E-01 a       647     0    26     1    22
 -3.9762151247423860E+00 a       648     0    26     1    23
  1.1097674367604823E+01 a       649     0    26     1    24
  5.6213342940065072E+00 a       650     0    26     1    25
 -5.4570508167169978E+00 a       651     0    27     1     1
 -1.6510484404772721E+00 a       652     0    27     1     2
  1.7085646358655577E+00 a       653     0    27     1     3
  1.3389583748024647E+01 a       654     0    27     1     4
 -1.2370097552822992E+00 a       655     0    27     1     5
 -5.6832250564807751E-01 a       656     0    27     1     6
  1.6817723659389370E+00 a       657     0    27     1     7
 -3.0592425078761236E+00 a       658     0    27     1     8
  6.7965037560538324E+00 a       659     0    27     1     9
 -1.1528452943771714E+00 a       660     0    27     1    10
  3.5924819699412893E+00 a       661     0    27     1    11
  3.6534535252143479E+00 a       662     0    27     1    12
  4.5807326766147360E+00 a       663     0    27     1    13
 -5.0114235836866659E+00 a       664     0    27     1    14
  1.3743274642581960E+00 a       665     0    27     1    15
  2.1353484942385786E-01 a       666     0    27     1    16
 -3.3029826856008899E+00 a       667     0    27     1    17
 -3.4916670494781323E+00 a       668     0    27     1    18
 -4.4645662835137950E-01 a       669     0    27     1    19
  3.3428180463101465E-01 a       670     0    27     1    20
 -2.3324554640153803E+00 a       671     0    27     1    21
 -4.9488134774228394E+00 a       672     0    27     1    22
  1.0126842171968753E+00 a       673     0    27     1    23
  2.6898403329898719E+00 a       674     0    27     1    24
 -3.4281607902999931E+00 a       675     0    27     1    25
 -5.1147843095501004E+00 a       676     0    28     1     1
 -9.5513143203238240E+00 a       677     0    28     1     2
 -7.4454831441023317E-01 a       678     0    28     1     3
  1.3196199679759516E+01 a       679     0    28     1     4
 -9.4753013349026070E+00 a       680     0    28     1     5
  2.3736034568234827E+00 a       681     0    28     1     6
 -2.0981416080424760E+00 a       682     0    28     1     7
  1.7589024129935702E+00 a       683     0    28     1     8
 -3.5983685481080414E+01 a       684     0    28     1     9
 -2.4595100108617242E+01 a       685     0    28     1    10
 -1.8503243693694021E+01 a       686     0    28     1    11
  8.6891779411440435E+00 a       687     0    28     1    12
  1.6136072088147550E+01 a       688     0    28     1    13
 -1.1505834498291268E+01 a       689     0    28     1    14
  6.4223858523549655E+00 a       690     0    28     1    15
 -3.2673597604991308E+01 a       691     0    28     1    16
 -1.8512452420626804E+01 a       692     0    28     1    17
 -1.1881988172183965E+01 a       693     0    28     1    18
 -2.4527728351360516E+01 a       694     0    28     1    19
  3.0185562822716721E+00 a       695     0    28     1    20
 -5.5045319691241241E+00 a       696     0    28     1    21
 -6.2006804723553222E+00 a       697     0    28     1    22
 -1.1601408756701947E+01 a       698     0    28     1    23
 -1.3851856305344620E+01 a       699     0    28     1    24
 -1.1567417129643411E+01 a       700     0    28     1    25
  1.9844462894695172E-01 a       701     0    29     1     1
 -1.7240564804521949E-02 a       702     0    29     1     2
  5.8685814635852440E-01 a       703     0    29     1     3
 -5.7672436123907145E-01 a       704     0    29     1     4
 -1.0395551428898768E+00 a       705     0    29     1     5
  1.8239236892197466E-01 a       706     0    29     1     6
 -1.4289002623795546E+00 a       707     0    29     1     7
 -1.2205258628696225E+00 a       708     0    29     1     8
  3.4226995730873450E-01 a       709     0    29     1     9
  9.7171596432786578E-01 a       710     0    29     1    10
 -1.1899984554548755E+00 a       711     0    29     1    11
  7.7695514334429805E-01 a       712     0    29     1    12
 -6.4871064524044542E-01 a       713     0    29     1    13
 -2.4506884522198577E-01 a       714     0    29     1    14
  8.7484072851108086E-01 a       715     0    29     1    15
 -8.0615687685450932E-01 a       716     0    29     1    16
  3.8120178149856210E-01 a       717     0    29     1    17
 -2.8165370347461090E-02 a       718     0    29     1    18
 -1.6445079760014125E+00 a       719     0    29     1    19
 -7.8764970351069907E-01 a       720     0    29     1    20
  3.7259220476490168E-01 a       721     0    29     1    21
 -1.0023005523031090E+00 a       722     0    29     1    22
 -8.6538112692201141E-01 a       723     0    29     1    23
 -1.5981213519448529E+00 a       724     0    29     1    24
 -5.3326387520480534E-01 a       725     0    29     1    25
  1.9176083910471116E+00 a       726     0    30     1     1
 -6.7260072324515408E-01 a       727     0    30     1     2
 -9.8485257002875537E-01 a       728     0    30     1     3
  3.7266836213581058E+00 a       729     0    30     1     4
 -4.2377093151425784E+00 a       730     0    30     1     5
  3.1995249255463915E-01 a       731     0    30     1     6
  1.6908970623840211E-01 a       732     0    30     1     7
  1.3594016365707298E+00 a       733     0    30     1     8
 -5.1494444922865918E+00 a       734     0    30     1     9
  3.2399311412509455E+00 a       735     0    30     1    10
  6.3611048085727306E-01 a       736     0    30     1    11
  3.0820661697055356E+00 a       737     0    30     1    12
 -1.8599233487158264E+00 a       738     0    30     1    13
 -4.3190003060710047E-01 a       739     0    30     1    14
 -2.5944075185540498E+00 a       740     0    30     1    15
  2.8708638654116396E+00 a       741     0    30     1    16
  6.7957631184987777E-01 a       742     0    30     1    17
 -1.4079614058717334E+00 a       743     0    30     1    18
  1.6673508123758363E+00 a       744     0    30     1    19
 -3.4936735996855517E+00 a       745     0    30     1    20
 -1.0184729665767849E+00 a       746     0    30     1    21
 -3.0815353491815822E-01 a       747     0    30     1    22
 -1.6484251797662557E+00 a       748     0    30     1    23
 -5.7932835387274029E+00 a       749     0    30     1    24
 -2.9840978411706880E+00 a       750     0    30     1    25
  1.6818771215317458E+01 a       751     0    31     1     1
  2.4078352949480846E+00 a       752     0    31     1     2
  1.1633444733565956E+00 a       753     0    31     1     3
 -1.9141565483972926E+01 a       754     0    31     1     4
  6.5203415498975579E+00 a       755     0    31     1     5
 -1.8005730339437132E+00 a       756     0    31     1     6
 -1.1768711463440324E+01 a       757     0    31     1     7
 -2.7746723477731017E+01 a       758     0    31     1     8
  9.1705701994490987E+00 a       759     0    31     1     9
 -3.6278755949543293E+00 a       760     0    31     1    10
  8.3228582854292341E+00 a       761     0    31     1    11
 -1.6599995245185653E+00 a       762     0    31     1    12
 -1.6655550735170095E+01 a       763     0    31     1    13
 -2.6736167141829825E-01 a       764     0    31     1    14
 -1.5368217346133305E+01 a       765     0    31     1    15
 -2.7720827352555521E+01 a       766     0    31     1    16
  3.5791383654405429E-02 a       767     0    31     1    17
 -8.7456401924573191E-01 a       768     0    31     1    18
 -6.0811469873619286E+00 a       769     0    31     1    19
 -1.2143216658389827E+01 a       770     0    31     1    20
 -1.0271662565950978E+01 a       771     0    31     1    21
 -5.2216945296905841E+00 a       772     0    31     1    22
 -2.3243835159304929E+01 a       773     0    31     1    23
 -1.1112169034179455E+01 a       774     0    31     1    24
 -1.4261951725397855E+01 a       775     0    31     1    25
  5.6493301279496224E+00 a       776     0    32     1     1
  3.8538086003328947E-01 a       777     0    32     1     2
 -7.2427684333932341E-01 a       778     0    32     1     3
 -2.1740371780468917E+00 a       779     0    32     1     4
  2.6514073941186718E+00 a       780     0    32     1     5
 -1.1574463037664005E+00 a       781     0    32     1     6
 -5.4090822762685031E-01 a       782     0    32     1     7
  1.9246721393809334E+00 a       783     0    32     1     8
 -2.6093780068629098E+00 a       784     0    32     1     9
 -1.6652289181160920E+00 a       785     0    32     1    10
 -2.8078509916085004E+00 a       786     0    32     1    11
 -9.9413294860683410E-01 a       787     0    32     1    12
 -1.5556067365780883E+00 a       788     0    32     1    13
  2.1855332660625031E+00 a       789     0    32     1    14
 -6.7144695158870671E-01 a       790     0    32     1    15
 -1.3340585604889823E+00 a       791     0    32     1    16
 -3.4459790562079640E+00 a       792     0    32     1    17
 -4.2515620316074126E-01 a       793     0    32     1    18
 -1.5946740469638720E+00 a       794     0    32     1    19
 -4.4706531066593325E-01 a       795     0    32     1    20
 -1.1852526709809359E+00 a       796     0    32     1    21
  2.2113514895061259E+00 a       797     0    32     1    22
  2.3447587383367958E+00 a       798     0    32     1    23
  4.1080201573194746E+00 a       799     0    32     1    24
  2.7835605713478908E+00 a       800     0    32     1    25
 -2.2109879237568308E+00 a       801     0    33     1     1
 -7.3412840595188655E-01 a       802     0    33     1     2
  3.4943413394881889E-01 a       803     0    33     1     3
 -5.9793938251446209E-02 a       804     0    33     1     4
 -5.8668056742543162E-01 a       805     0    33     1     5
  9.3499791912051400E-01 a       806     0    33     1     6
  9.0485500289465715E-01 a       807     0    33     1     7
 -9.7664659602810555E-01 a       808     0    33     1     8
  3.6754076878120241E+00 a       809     0    33     1     9
  4.3720825430276805E-01 a       810     0    33     1    10
  1.3610382345305072E+00 a       811     0    33     1    11
 -5.8854105124412570E-01 a       812     0    33     1    12
  1.8779955928768861E+00 a       813     0    33     1    13
  3.6618984645445923E-01 a       814     0    33     1    14
  9.2217546055418453E-01 a       815     0    33     1    15
 -9.2961445756559236E-02 a       816     0    33     1    16
 -6.9381452606756022E-01 a       817     0    33     1    17
 -5.6721071745281892E-01 a       818     0    33     1    18
  8.1021943597675089E-02 a       819     0    33     1    19
 -1.8550349631476526E-01 a       820     0    33     1    20
 -9.7881999720744595E-01 a       821     0    33     1    21
 -2.0511313450855728E+00 a       822     0    33     1    22
  1.6786714036366304E-01 a       823     0    33     1    23
  7.9577690184003047E-01 a       824     0    33     1    24
  5.4050069974238857E-01 a       825     0    33     1    25
  3.6356850990141707E+00 a       826     0    34     1     1
 -4.8628119632198805E+00 a       827     0    34     1     2
 -4.5107236141940392E+00 a       828     0    34     1     3
  3.9458451189074313E+00 a       829     0    34     1     4
 -1.7312572698339451E+01 a       830     0    34     1     5
  9.8691271480392171E+00 a       831     0    34     1     6
  2.0037352590318958E+00 a       832     0    34     1     7
  1.5152540432499093E+00 a       833     0    34     1     8
  1.2560998069948528E+01 a       834     0    34     1     9
  3.6088096389998808E-01 a       835     0    34     1    10
  8.0971681357508576E+00 a       836     0    34     1    11
  7.4969337657618800E+00 a       837     0    34     1    12
 -4.9442137654811438E+00 a       838     0    34     1    13
  7.1007376785628287E+00 a       839     0    34     1    14
 -1.4667981370571798E+01 a       840     0    34     1    15
 -1.1787582343134586E+01 a       841     0    34     1    16
 -3.6805999237743228E+00 a       842     0    34     1    17
 -1.0892234022196559E+01 a       843     0    34     1    18
 -2.0041631152783133E+00 a       844     0    34     1    19
 -1.3901631325870956E+00 a       845     0    34     1    20
  5.3876840196966933E+00 a       846     0    34     1    21
 -3.9449999790557442E+00 a       847     0    34     1    22
  4.6164480428710961E+00 a       848     0    34     1    23
 -1.3593503852449071E+00 a       849     0    34     1    24
 -3.0717489744273898E+00 a       850     0    34     1    25
 -1.6278703828509267E+00 a       851     0    35     1     1
  1.2867604272883390E-01 a       852     0    35     1     2
  2.1267865654293656E+00 a       853     0    35     1     3
  1.5916439204862982E+00 a       854     0    35     1     4
 -1.4012797694013295E+00 a       855     0    35     1     5
 -2.1294381212353701E+00 a       856     0    35     1     6
 -9.6530310512148249E-02 a       857     0    35     1     7
 -2.9839218366918513E-01 a       858     0    35     1     8
  1.7891431286481588E+01 a       859     0    35     1     9
  1.4073767678746689E+01 a       860     0    35     1    10
  1.0833163777460777E+01 a       861     0    35     1    11
 -4.6046535534937184E-02 a       862     0    35     1    12
 -1.2316878275303868E+01 a       863     0    35     1    13
  1.3417999244050935E-01 a       864     0    35     1    14
 -6.5500602031659554E+00 a       865     0    35     1    15
  1.1941271475137841E+01 a       866     0    35     1    16
  5.4576980203738410E+00 a       867     0    35     1    17
  1.2428104943092493E+00 a       868     0    35     1    18
  6.8809847273804703E+00 a       869     0    35     1    19
 -2.7277673800349764E+00 a       870     0    35     1    20
  5.2553870357079084E+00 a       871     0    35     1    21
  4.3954349750631234E+00 a       872     0    35     1    22
  3.6653932962105418E+00 a       873     0    35     1    23
  5.2441394702063233E+00 a       874     0    35     1    24
  5.8316015240218029E+00 a       875     0    35     1    25
  2.4715581349280527E+00 a       876     0    36     1     1
  1.1817830352519552E+00 a       877     0    36     1     2
 -2.6804413880382183E-01 a       878     0    36     1     3
 -1.4605805114979604E+00 a       879     0    36     1     4
  4.3600179009504725E-01 a       880     0    36     1     5
 -7.2738913204113320E-01 a       881     0    36     1     6
  9.3531475094221905E-01 a       882     0    36     1     7
 -1.3533081044683035E-01 a       883     0    36     1     8
 -2.8382294711729101E+00 a       884     0    36     1     9
  8.8234605771885677E-01 a       885     0    36     1    10
  6.0315956478947741E-01 a       886     0    36     1    11
  6.5388117963724157E-01 a       887     0    36     1    12
 -1.4990421428998237E+00 a       888     0    36     1    13
  1.1024561464465494E+00 a       889     0    36     1    14
  2.5154424475596443E-01 a       890     0    36     1    15
 -1.4895368454601021E+00 a       891     0    36     1    16
  1.1003639076661684E+00 a       892     0    36     1    17
  7.2364113321575141E-01 a       893     0    36     1    18
 -1.1146411865870043E-01 a       894     0    36     1    19
  7.1435548738848526E-02 a       895     0    36     1    20
 -1.2023704843053913E+00 a       896     0    36     1    21
  7.7633386245013614E-01 a       897     0    36     1    22
 -3.6971855726153822E-02 a       898     0    36     1    23
 -1.5901440336683905E+00 a       899     0    36     1    24
 -1.6289624380043416E-01 a       900     0    36     1    25
 -1.3537993332235288E+01 a       901     0    37     1     1
 -1.2974938320801872E+00 a       902     0    37     1     2
  1.4677907305041688E-01 a       903     0    37     1     3
 -5.7837306298636926E-01 a       904     0    37     1     4
  7.9162970657107623E+00 a       905     0    37     1     5
 -3.5935962636381142E+00 a       906     0    37     1     6
 -3.1874732693703995E+00 a       907     0    37     1     7
  2.4483728920390675E+00 a       908     0    37     1     8
 -1.6443221957562326E+01 a       909     0    37     1     9
 -6.8796516944029209E+00 a       910     0    37     1    10
 -5.5571128395073695E+00 a       911     0    37     1    11
 -7.2355690044857948E+00 a       912     0    37     1    12
  9.8707250993782303E+00 a       913     0    37     1    13
  9.5353931090055633E-01 a       914     0    37     1    14
  3.6068115115546315E+00 a       915     0    37     1    15
  8.3691972654036917E+00 a       916     0    37     1    16
 -6.6086119270370549E+00 a       917     0    37     1    17
  1.8335914340135442E+00 a       918     0    37     1    18
  1.6934925752910579E+00 a       919     0    37     1    19
  1.2357414444509702E+01 a       920     0    37     1    20
  1.6714778888177111E+00 a       921     0    37     1    21
 -1.7213366127447607E+00 a       922     0    37     1    22
  5.5104126333837353E+00 a       923     0    37     1    23
  2.3402378498397751E+00 a       924     0    37     1    24
  7.2938030609512241E+00 a       925     0    37     1    25
 -9.2007279311623993E+00 a       926     0    38     1     1
 -1.4277604065319827E+00 a       927     0    38     1     2
  2.8203322848623152E-01 a       928     0    38     1     3
 -1.6193244948819239E+00 a       929     0    38     1     4
  6.9493778568905089E+00 a       930     0    38     1     5
 -2.9866197501301692E+00 a       931     0    38     1     6
 -2.9692035082094725E+00 a       932     0    38     1     7
 -2.2606649247315827E-01 a       933     0    38     1     8
 -1.5289961798814563E+01 a       934     0    38     1     9
 -3.2648067095420630E+00 a       935     0    38     1    10
 -3.6551991637955141E+00 a       936     0    38     1    11
 -5.6630240930648643E+00 a       937     0    38     1    12
  5.5338291300209175E+00 a       938     0    38     1    13
  6.5068688585590950E-01 a       939     0    38     1    14
  1.1322512899377342E-01 a       940     0    38     1    15
  5.4563895998171468E+00 a       941     0    38     1    16
 -4.1325992433678067E+00 a       942     0    38     1    17
  1.3651687573069682E+00 a       943     0    38     1    18
  2.1548716208404599E+00 a       944     0    38     1    19
  8.5969099006809238E+00 a       945     0    38     1    20
  8.1942392664554178E-02 a       946     0    38     1    21
 -1.2303989140249356E+00 a       947     0    38     1    22
  4.5550428482722899E-01 a       948     0    38     1    23
 -3.1802391644233492E-02 a       949     0    38     1    24
  2.9491032104031087E+00 a       950     0    38     1    25
  1.1209258622982826E+01 a       951     0    39     1     1
  3.2511200122779016E+00 a       952     0    39     1     2
 -6.5658281957150677E-01 a       953     0    39     1     3
  7.6069005621645642E+00 a       954     0    39     1     4
 -1.2049389871374766E+01 a       955     0    39     1     5
  3.8560096214471424E+00 a       956     0    39     1     6
  7.9601044636304907E+00 a       957     0    39     1     7
  8.3509792210446019E+00 a       958     0    39     1     8
  1.5362216115929476E+01 a       959     0    39     1     9
  6.0419109218645453E+00 a       960     0    39     1    10
  1.4769802412793693E+00 a       961     0    39     1    11
  7.5334518356651010E+00 a       962     0    39     1    12
 -3.7875179778594137E+00 a       963     0    39     1    13
 -4.0564937884752039E+00 a       964     0    39     1    14
  7.5212091999704471E+00 a       965     0    39     1    15
 -1.7553679583147044E+00 a       966     0    39     1    16
  7.0648910760262709E+00 a       967     0    39     1    17
  2.0084736353259709E+00 a       968     0    39     1    18
 -2.7102998629254400E+00 a       969     0    39     1    19
 -1.0435905805948291E+01 a       970     0    39     1    20
  1.0773523291292633E+00 a       971     0    39     1    21
  2.7806540564173088E+00 a       972     0    39     1    22
  6.1408673088573487E+00 a       973     0    39     1    23
 -7.7531046238985413E-01 a       974     0    39     1    24
  3.9978337160808575E-01 a       975     0    39     1    25
  1.4692933186756623E+01 a       976     0    40     1     1
  2.7412685397655956E+00 a       977     0    40     1     2
 -6.1321071277336392E-01 a       978     0    40     1     3
  5.7972622648094898E+00 a       979     0    40     1     4
 -1.0820882663179715E+01 a       980     0    40     1     5
  3.5203814063670928E+00 a       981     0    40     1     6
  6.9737113009250260E+00 a       982     0    40     1     7
  3.2155263238414453E+00 a       983     0    40     1     8
  1.2600683708122942E+01 a       984     0    40     1     9
  9.7602392407102236E+00 a       985     0    40     1    10
  2.7405445597365938E+00 a       986     0    40     1    11
  8.5781101633619290E+00 a       987     0    40     1    12
 -8.4441356786426098E+00 a       988     0    40     1    13
 -4.0770240689152430E+00 a       989     0    40     1    14
  1.4865462758797856E+00 a       990     0    40     1    15
 -3.8319084347358698E+00 a       991     0    40     1    16
  8.7980780082744054E+00 a       992     0    40     1    17
  8.4449429618911931E-01 a       993     0    40     1    18
 -1.8244138020067266E+00 a       994     0    40     1    19
 -1.2983666791539237E+01 a       995     0    40     1    20
 -2.1400090907832885E+00 a       996     0    40     1    21
  2.8527312872360819E+00 a       997     0    40     1    22
 -9.1386755105067663E-01 a       998     0    40     1    23
 -3.5126394587985432E+00 a       999     0    40     1    24
 -4.5333520562200169E+00 a      1000     0    40     1    25
 -3.8267832075407910E+00 a      1001     0    41     1     1
 -2.0421590515900645E+00 a      1002     0    41     1     2
 -2.5421913957186848E-01 a      1003     0    41     1     3
 -2.4260915341846188E+00 a      1004     0    41     1     4
  3.3426141982931523E+00 a      1005     0    41     1     5
 -1.3993134471983586E+00 a      1006     0    41     1     6
 -1.9318866889913236E-01 a      1007     0    41     1     7
  5.8370931116124236E-01 a      1008     0    41     1     8
 -3.7481140749536466E+00 a      1009     0    41     1     9
 -1.4567505883090472E+00 a      1010     0    41     1    10
  2.7184919093461271E+00 a      1011     0    41     1    11
 -4.6097326277995831E+00 a      1012     0    41     1    12
  2.8959369722099568E+00 a      1013     0    41     1    13
  1.0090776348296850E+00 a      1014     0    41     1    14
 -1.6579625838891121E+00 a      1015     0    41     1    15
  1.6541507219426319E+00 a      1016     0    41     1    16
 -3.4873576829246553E+00 a      1017     0    41     1    17
  3.7834060391903679E-01 a      1018     0    41     1    18
  1.6592115949374666E+00 a      1019     0    41     1    19
  4.9807654686574603E+00 a      1020     0    41     1    20
 -5.1817638813483047E-01 a      1021     0    41     1    21
 -1.4375808031768296E+00 a      1022     0    41     1    22
  2.5767607265594852E+00 a      1023     0    41     1    23
  2.8204064019396000E+00 a      1024     0    41     1    24
  4.0022329609045979E+00 a      1025     0    41     1    25
 -5.8968959942838621E+00 a      1026     0    42     1     1
 -1.7169341636550856E-01 a      1027     0    42     1     2
